cut_in_speed,wind_curve_V0,wind_curve_b,powerScale,error_percent,error_abs,kde_error
2.34,4.305,1.104,0.941,163.7,92469.0,1336.0
3.489,4.114,1.113,0.947,163.9,92594.0,1377.0
2.34,3.548,0.61,0.943,164.3,92798.0,1346.0
2.729,4.602,0.745,0.99,164.6,92995.0,1264.0
3.272,3.715,0.516,0.986,165.8,93689.0,1344.0
3.094,3.526,0.732,0.96,166.1,93822.0,1386.0
3.651,3.828,1.095,0.937,166.3,93973.0,1418.0
2.708,3.902,0.9,0.965,166.5,94075.0,1363.0
3.922,3.368,1.012,0.932,167.0,94347.0,1475.0
2.101,3.603,0.686,0.927,167.0,94368.0,1357.0
3.566,3.744,1.034,0.953,167.1,94387.0,1419.0
2.106,3.155,0.381,0.988,167.1,94423.0,1365.0
2.147,3.173,1.165,0.882,167.2,94480.0,1484.0
2.329,4.592,0.825,0.977,167.5,94613.0,1277.0
2.182,4.735,1.021,0.993,167.9,94871.0,1290.0
2.081,4.425,0.741,0.984,168.8,95381.0,1282.0
2.816,3.328,0.716,0.933,168.9,95413.0,1406.0
3.553,3.681,1.125,0.962,169.1,95528.0,1443.0
3.513,4.314,0.863,0.976,169.6,95825.0,1337.0
3.735,3.245,0.979,0.931,169.7,95855.0,1481.0
2.147,3.097,0.604,0.935,170.3,96188.0,1403.0
2.306,3.194,0.648,0.933,170.4,96250.0,1403.0
2.701,4.628,1.166,0.976,171.0,96614.0,1331.0
2.63,3.644,0.945,0.949,171.1,96685.0,1408.0
2.098,3.877,1.139,0.945,171.3,96767.0,1400.0
2.259,3.486,0.855,0.956,172.6,97513.0,1411.0
2.153,3.568,0.907,0.96,172.7,97591.0,1408.0
2.733,3.277,0.875,0.948,174.0,98308.0,1445.0
2.597,3.614,1.195,0.959,174.9,98792.0,1451.0
2.749,3.17,0.885,0.944,175.3,99042.0,1460.0
2.792,4.075,0.848,0.998,175.7,99277.0,1360.0
2.409,3.352,1.033,0.943,176.9,99963.0,1461.0
2.301,3.776,0.7,0.982,177.8,100445.0,1367.0
2.505,3.051,0.898,0.961,178.0,100541.0,1476.0
3.693,3.734,0.949,0.983,178.1,100603.0,1439.0
2.14,3.638,0.642,0.996,178.1,100625.0,1374.0
2.59,4.144,1.051,0.999,178.7,100944.0,1382.0
3.304,4.053,1.102,0.989,178.7,100963.0,1411.0
2.026,3.326,1.136,0.951,179.3,101320.0,1477.0
3.237,3.832,1.014,0.982,181.1,102293.0,1429.0
2.658,3.086,0.598,0.989,181.4,102490.0,1437.0
2.151,3.032,0.569,0.98,182.9,103322.0,1431.0
3.433,3.614,1.097,0.977,183.6,103733.0,1476.0
2.31,3.66,0.855,0.981,183.6,103752.0,1416.0
3.34,3.342,0.904,0.992,184.1,104022.0,1480.0
2.354,3.199,0.675,0.997,184.7,104343.0,1440.0
2.487,3.843,1.163,0.978,185.1,104578.0,1441.0
2.772,3.492,0.952,0.982,186.3,105245.0,1462.0
2.039,3.434,0.83,0.989,187.0,105653.0,1440.0
2.912,3.023,0.787,0.999,187.5,105949.0,1492.0
2.227,3.17,0.765,0.986,188.3,106402.0,1462.0
2.424,3.4,0.941,0.976,188.6,106576.0,1469.0
3.079,3.447,1.185,0.995,189.1,106839.0,1507.0
2.459,3.416,1.162,0.99,191.4,108133.0,1502.0
