cut_in_speed,wind_curve_V0,wind_curve_b,powerScale,error_percent,error_abs,kde_error
2.264,3.762,0.432,0.973,175.0,92576.0,1302.0
2.872,4.845,0.973,0.994,175.3,92759.0,1223.0
3.971,3.914,1.079,0.954,175.6,92914.0,1386.0
3.53,3.439,0.474,0.994,175.7,92972.0,1362.0
2.516,4.09,0.848,0.933,176.0,93138.0,1301.0
2.788,3.533,1.174,0.884,176.1,93150.0,1404.0
2.773,3.791,0.725,0.961,176.6,93452.0,1325.0
3.247,3.022,0.566,0.933,176.7,93482.0,1401.0
3.033,3.782,0.775,0.96,177.1,93702.0,1339.0
2.786,3.03,0.872,0.925,177.4,93865.0,1424.0
2.238,3.901,0.752,0.968,177.5,93902.0,1309.0
2.623,4.118,0.955,0.95,177.6,93952.0,1314.0
3.162,3.979,0.936,0.929,177.7,94010.0,1340.0
2.091,3.051,0.486,0.954,178.0,94164.0,1365.0
2.656,3.231,0.403,0.989,178.1,94212.0,1366.0
2.839,3.035,0.549,0.941,178.5,94467.0,1390.0
2.033,4.742,1.021,0.973,179.6,95002.0,1239.0
2.371,3.212,1.006,0.883,179.7,95094.0,1418.0
2.858,3.473,0.694,0.931,179.8,95160.0,1363.0
3.779,3.225,0.812,0.971,179.9,95161.0,1432.0
3.273,3.614,0.844,0.945,180.3,95394.0,1378.0
2.14,4.082,1.096,0.939,181.4,95958.0,1338.0
2.95,3.659,0.533,0.985,181.4,96001.0,1338.0
3.395,3.425,0.842,0.93,181.7,96163.0,1405.0
2.491,4.71,1.179,0.987,181.9,96247.0,1273.0
2.324,4.698,1.164,0.982,182.2,96387.0,1271.0
3.941,3.177,0.996,0.936,182.4,96494.0,1476.0
2.81,3.791,0.968,0.946,183.1,96876.0,1369.0
3.202,3.506,0.875,0.932,183.1,96878.0,1398.0
3.087,3.796,1.101,0.941,184.1,97404.0,1393.0
2.938,3.831,0.621,0.977,184.1,97425.0,1330.0
3.572,3.544,1.099,0.954,184.4,97590.0,1437.0
3.943,3.111,1.103,0.969,184.5,97630.0,1502.0
3.599,3.481,1.09,0.948,184.8,97779.0,1444.0
3.079,3.715,1.075,0.948,185.0,97883.0,1401.0
3.612,4.324,1.108,0.982,186.3,98573.0,1349.0
3.156,4.039,0.789,0.988,186.4,98651.0,1335.0
3.251,3.425,1.056,0.927,187.6,99245.0,1441.0
2.241,3.662,1.038,0.971,188.2,99567.0,1394.0
2.043,3.549,0.547,0.998,188.6,99781.0,1345.0
2.215,3.176,0.752,0.932,189.3,100170.0,1407.0
3.514,3.087,1.145,0.933,190.5,100770.0,1507.0
2.075,3.318,0.869,0.965,190.9,101028.0,1408.0
2.042,3.404,0.577,0.984,192.9,102042.0,1369.0
3.205,3.438,0.776,0.999,195.1,103245.0,1418.0
2.924,3.698,0.854,0.992,195.4,103382.0,1393.0
2.5,3.182,1.089,0.957,195.7,103525.0,1471.0
2.529,3.51,0.775,0.986,198.1,104791.0,1399.0
2.971,3.157,0.802,0.987,201.5,106595.0,1457.0
2.51,3.72,1.092,1.0,201.7,106735.0,1432.0
2.736,3.519,1.062,0.981,203.8,107853.0,1460.0
3.297,3.337,1.131,0.977,204.0,107928.0,1509.0
2.657,3.06,1.099,0.991,211.4,111854.0,1534.0
